Units,scenario,region,sector,input,year,value
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2055,2.59769e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2060,3.07539e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2065,3.56969e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2070,3.99989e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2075,4.3702e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2080,4.69536e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2085,4.96268e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2090,5.16281e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2095,5.32402e-4
EJ,Reference,Pakistan,resid heating modern_d4,hydrogen,2100,5.49423e-4
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,1990,0.00219266
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2005,0.00117814
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2010,8.24852e-4
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2015,0.00123904
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2021,0.00150019
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2025,0.0015259
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2030,0.00190284
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2035,0.00243259
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2040,0.00308199
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2045,0.0036832
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2050,0.00429797
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2055,0.00468944
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2060,0.00517984
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2065,0.00567419
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2070,0.00610362
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2075,0.00637265
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2080,0.0065086
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2085,0.00650561
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2090,0.00641987
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2095,0.00627006
EJ,Reference,Pakistan,resid heating modern_d4,refined liquids,2100,0.00617358
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2025,9.20372e-5
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2030,2.84156e-4
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2035,5.71881e-4
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2040,9.95104e-4
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2045,0.00154696
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2050,0.00225886
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2055,0.00266848
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2060,0.0030907
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2065,0.00352485
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2070,0.00395357
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2075,0.00432705
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2080,0.00461438
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2085,0.00481062
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2090,0.00495952
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2095,0.0050679
EJ,Reference,Pakistan,resid heating modern_d5,electricity,2100,0.00515898
EJ,Reference,Pakistan,resid heating modern_d5,gas,1990,0.00140537
EJ,Reference,Pakistan,resid heating modern_d5,gas,2005,0.00431837
EJ,Reference,Pakistan,resid heating modern_d5,gas,2010,0.00607408
EJ,Reference,Pakistan,resid heating modern_d5,gas,2015,0.0072457
EJ,Reference,Pakistan,resid heating modern_d5,gas,2021,0.0087237
EJ,Reference,Pakistan,resid heating modern_d5,gas,2025,0.00945573
EJ,Reference,Pakistan,resid heating modern_d5,gas,2030,0.0112514
EJ,Reference,Pakistan,resid heating modern_d5,gas,2035,0.0131854
EJ,Reference,Pakistan,resid heating modern_d5,gas,2040,0.0154647
EJ,Reference,Pakistan,resid heating modern_d5,gas,2045,0.0180812
EJ,Reference,Pakistan,resid heating modern_d5,gas,2050,0.0206286
EJ,Reference,Pakistan,resid heating modern_d5,gas,2055,0.0236367
EJ,Reference,Pakistan,resid heating modern_d5,gas,2060,0.0261186
EJ,Reference,Pakistan,resid heating modern_d5,gas,2065,0.0280086
EJ,Reference,Pakistan,resid heating modern_d5,gas,2070,0.0293362
EJ,Reference,Pakistan,resid heating modern_d5,gas,2075,0.0302818
EJ,Reference,Pakistan,resid heating modern_d5,gas,2080,0.0307988
EJ,Reference,Pakistan,resid heating modern_d5,gas,2085,0.0310813
EJ,Reference,Pakistan,resid heating modern_d5,gas,2090,0.031072
EJ,Reference,Pakistan,resid heating modern_d5,gas,2095,0.0308019
EJ,Reference,Pakistan,resid heating modern_d5,gas,2100,0.0304946
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2025,1.85087e-6
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2030,3.10056e-5
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2035,5.66331e-5
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2040,9.3392e-5
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2045,1.47822e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2050,2.23086e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2055,2.72636e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2060,3.19767e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2065,3.68267e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2070,4.10124e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2075,4.45919e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2080,4.77562e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2085,5.03578e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2090,5.2295e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2095,5.38478e-4
EJ,Reference,Pakistan,resid heating modern_d5,hydrogen,2100,5.54835e-4
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,1990,0.00268665
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2005,0.00137192
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2010,9.52208e-4
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2015,0.0014336
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2021,0.0016903
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2025,0.00169365
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2030,0.00209917
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2035,0.00266326
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2040,0.00334204
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2045,0.00395045
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2050,0.00455885
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2055,0.00492173
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2060,0.0053858
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2065,0.00585377
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2070,0.00625828
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2075,0.00650241
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2080,0.00661985
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2085,0.00660145
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2090,0.00650279
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2095,0.00634162
EJ,Reference,Pakistan,resid heating modern_d5,refined liquids,2100,0.00623439
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2025,1.01873e-4
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2030,3.12494e-4
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2035,6.23985e-4
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2040,0.00107513
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2045,0.00165295
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2050,0.00238709
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2055,0.00279105
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2060,0.003204
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2065,0.00362755
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2070,0.00404749
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2075,0.00440789
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2080,0.00468709
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2085,0.00487616
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2090,0.0050188
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2095,0.0051213
EJ,Reference,Pakistan,resid heating modern_d6,electricity,2100,0.00520542
EJ,Reference,Pakistan,resid heating modern_d6,gas,1990,0.00171218
EJ,Reference,Pakistan,resid heating modern_d6,gas,2005,0.00496326
EJ,Reference,Pakistan,resid heating modern_d6,gas,2010,0.0069673
EJ,Reference,Pakistan,resid heating modern_d6,gas,2015,0.00831874
EJ,Reference,Pakistan,resid heating modern_d6,gas,2021,0.00978465
EJ,Reference,Pakistan,resid heating modern_d6,gas,2025,0.0104663
EJ,Reference,Pakistan,resid heating modern_d6,gas,2030,0.0123735
EJ,Reference,Pakistan,resid heating modern_d6,gas,2035,0.0143868
EJ,Reference,Pakistan,resid heating modern_d6,gas,2040,0.0167084
EJ,Reference,Pakistan,resid heating modern_d6,gas,2045,0.0193199
EJ,Reference,Pakistan,resid heating modern_d6,gas,2050,0.0217996
EJ,Reference,Pakistan,resid heating modern_d6,gas,2055,0.0247225
EJ,Reference,Pakistan,resid heating modern_d6,gas,2060,0.0270761
EJ,Reference,Pakistan,resid heating modern_d6,gas,2065,0.0288246
EJ,Reference,Pakistan,resid heating modern_d6,gas,2070,0.0300331
EJ,Reference,Pakistan,resid heating modern_d6,gas,2075,0.0308475
EJ,Reference,Pakistan,resid heating modern_d6,gas,2080,0.0312841
EJ,Reference,Pakistan,resid heating modern_d6,gas,2085,0.0315047
EJ,Reference,Pakistan,resid heating modern_d6,gas,2090,0.0314434
EJ,Reference,Pakistan,resid heating modern_d6,gas,2095,0.0311265
EJ,Reference,Pakistan,resid heating modern_d6,gas,2100,0.0307691
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2025,2.04868e-6
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2030,3.40976e-5
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2035,6.1793e-5
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2040,1.00903e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2045,1.57949e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2050,2.3575e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2055,2.85159e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2060,3.31489e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2065,3.78997e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2070,4.19867e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2075,4.54251e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2080,4.85087e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2085,5.10439e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2090,5.292e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2095,5.44152e-4
EJ,Reference,Pakistan,resid heating modern_d6,hydrogen,2100,5.59829e-4
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,1990,0.00327319
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2005,0.0015768
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2010,0.00109223
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2015,0.00164591
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2021,0.00189587
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2025,0.00187466
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2030,0.00230851
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2035,0.00290591
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2040,0.00361081
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2045,0.00422109
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2050,0.00481764
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2055,0.0051478
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2060,0.00558324
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2065,0.00602432
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2070,0.00640695
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2075,0.0066239
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2080,0.00672416
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2085,0.00669139
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2090,0.00658051
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2095,0.00640844
EJ,Reference,Pakistan,resid heating modern_d6,refined liquids,2100,0.00629051
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2025,1.13919e-4
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2030,3.46718e-4
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2035,6.86003e-4
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2040,0.00116867
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2045,0.0017744
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2050,0.00253127
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2055,0.0029267
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2060,0.00332807
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2065,0.00373952
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2070,0.00415005
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2075,0.00450046
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2080,0.00476859
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2085,0.00494883
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2090,0.00508414
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2095,0.00517996
EJ,Reference,Pakistan,resid heating modern_d7,electricity,2100,0.00525595
EJ,Reference,Pakistan,resid heating modern_d7,gas,1990,0.00211356
EJ,Reference,Pakistan,resid heating modern_d7,gas,2005,0.0058299
EJ,Reference,Pakistan,resid heating modern_d7,gas,2010,0.00804743
EJ,Reference,Pakistan,resid heating modern_d7,gas,2015,0.00959855
EJ,Reference,Pakistan,resid heating modern_d7,gas,2021,0.0110641
EJ,Reference,Pakistan,resid heating modern_d7,gas,2025,0.0117038
EJ,Reference,Pakistan,resid heating modern_d7,gas,2030,0.0137286
EJ,Reference,Pakistan,resid heating modern_d7,gas,2035,0.0158167
EJ,Reference,Pakistan,resid heating modern_d7,gas,2040,0.018162
EJ,Reference,Pakistan,resid heating modern_d7,gas,2045,0.0207394
EJ,Reference,Pakistan,resid heating modern_d7,gas,2050,0.0231164
EJ,Reference,Pakistan,resid heating modern_d7,gas,2055,0.025924
EJ,Reference,Pakistan,resid heating modern_d7,gas,2060,0.0281246
EJ,Reference,Pakistan,resid heating modern_d7,gas,2065,0.0297143
EJ,Reference,Pakistan,resid heating modern_d7,gas,2070,0.030794
EJ,Reference,Pakistan,resid heating modern_d7,gas,2075,0.0314953
EJ,Reference,Pakistan,resid heating modern_d7,gas,2080,0.0318281
EJ,Reference,Pakistan,resid heating modern_d7,gas,2085,0.0319742
EJ,Reference,Pakistan,resid heating modern_d7,gas,2090,0.0318528
EJ,Reference,Pakistan,resid heating modern_d7,gas,2095,0.031483
EJ,Reference,Pakistan,resid heating modern_d7,gas,2100,0.0310678
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2025,2.29091e-6
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2030,3.78319e-5
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2035,6.79345e-5
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2040,1.09681e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2045,1.69555e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2050,2.49989e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2055,2.99018e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2060,3.44325e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2065,3.90695e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2070,4.30506e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2075,4.6379e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2080,4.93522e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2085,5.18045e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2090,5.3609e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2095,5.50385e-4
EJ,Reference,Pakistan,resid heating modern_d7,hydrogen,2100,5.65264e-4
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,1990,0.00404051
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2005,0.00185212
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2010,0.00126156
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2015,0.00189913
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2021,0.00214378
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2025,0.00209632
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2030,0.00256133
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2035,0.00319473
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2040,0.00392495
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2045,0.00453124
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2050,0.00510863
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2055,0.00539799
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2060,0.00579944
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2065,0.00621027
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2070,0.00656929
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2075,0.006763
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2080,0.00684108
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2085,0.0067911
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2090,0.00666619
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2095,0.00648185
EJ,Reference,Pakistan,resid heating modern_d7,refined liquids,2100,0.00635158
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2025,1.30365e-4
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2030,3.92647e-4
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2035,7.67803e-4
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2040,0.00128956
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2045,0.00192818
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2050,0.00271061
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2055,0.00309334
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2060,0.00347972
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2065,0.00387674
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2070,0.00427663
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2075,0.00461814
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2080,0.00487822
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2085,0.00505052
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2090,0.00517828
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2095,0.00526659
EJ,Reference,Pakistan,resid heating modern_d8,electricity,2100,0.0053327
EJ,Reference,Pakistan,resid heating modern_d8,gas,1990,0.00269072
EJ,Reference,Pakistan,resid heating modern_d8,gas,2005,0.00703101
EJ,Reference,Pakistan,resid heating modern_d8,gas,2010,0.0094859
EJ,Reference,Pakistan,resid heating modern_d8,gas,2015,0.0112696
EJ,Reference,Pakistan,resid heating modern_d8,gas,2021,0.0127699
EJ,Reference,Pakistan,resid heating modern_d8,gas,2025,0.0133935
EJ,Reference,Pakistan,resid heating modern_d8,gas,2030,0.0155472
EJ,Reference,Pakistan,resid heating modern_d8,gas,2035,0.0177027
EJ,Reference,Pakistan,resid heating modern_d8,gas,2040,0.0200408
EJ,Reference,Pakistan,resid heating modern_d8,gas,2045,0.0225369
EJ,Reference,Pakistan,resid heating modern_d8,gas,2050,0.0247541
EJ,Reference,Pakistan,resid heating modern_d8,gas,2055,0.0274
EJ,Reference,Pakistan,resid heating modern_d8,gas,2060,0.0294062
EJ,Reference,Pakistan,resid heating modern_d8,gas,2065,0.0308047
EJ,Reference,Pakistan,resid heating modern_d8,gas,2070,0.0317333
EJ,Reference,Pakistan,resid heating modern_d8,gas,2075,0.0323189
EJ,Reference,Pakistan,resid heating modern_d8,gas,2080,0.0325599
EJ,Reference,Pakistan,resid heating modern_d8,gas,2085,0.0326312
EJ,Reference,Pakistan,resid heating modern_d8,gas,2090,0.0324425
EJ,Reference,Pakistan,resid heating modern_d8,gas,2095,0.0320095
EJ,Reference,Pakistan,resid heating modern_d8,gas,2100,0.0315214
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2025,2.62165e-6
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2030,4.28435e-5
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2035,7.60351e-5
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2040,1.21027e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2045,1.8425e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2050,2.677e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2055,3.16044e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2060,3.60015e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2065,4.05031e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2070,4.43636e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2075,4.75917e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2080,5.04868e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2085,5.28691e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2090,5.46016e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2095,5.59589e-4
EJ,Reference,Pakistan,resid heating modern_d8,hydrogen,2100,5.73518e-4
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,1990,0.00514386
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2005,0.00223371
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2010,0.00148706
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2015,0.00222976
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2021,0.00247429
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2025,0.00239896
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2030,0.00290063
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2035,0.00357567
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2040,0.00433098
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2045,0.00492396
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2050,0.00547056
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2055,0.00570534
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2060,0.00606371
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2065,0.00643815
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2070,0.00676966
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2075,0.00693985
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2080,0.00699836
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2085,0.00693065
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2090,0.00678962
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2095,0.00659024
EJ,Reference,Pakistan,resid heating modern_d8,refined liquids,2100,0.00644433
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2025,1.59454e-4
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2030,4.71794e-4
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2035,9.05375e-4
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2040,0.00148791
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2045,0.00217531
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2050,0.00299508
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2055,0.00335744
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2060,0.00372298
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2065,0.00410194
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2070,0.00448954
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2075,0.00482019
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2080,0.00506909
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2085,0.00522895
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2090,0.00534399
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2095,0.00541907
EJ,Reference,Pakistan,resid heating modern_d9,electricity,2100,0.00546788
EJ,Reference,Pakistan,resid heating modern_d9,gas,1990,0.00370244
EJ,Reference,Pakistan,resid heating modern_d9,gas,2005,0.00912682
EJ,Reference,Pakistan,resid heating modern_d9,gas,2010,0.011833
EJ,Reference,Pakistan,resid heating modern_d9,gas,2015,0.0138916
EJ,Reference,Pakistan,resid heating modern_d9,gas,2021,0.0156222
EJ,Reference,Pakistan,resid heating modern_d9,gas,2025,0.016382
EJ,Reference,Pakistan,resid heating modern_d9,gas,2030,0.0186811
EJ,Reference,Pakistan,resid heating modern_d9,gas,2035,0.0208746
EJ,Reference,Pakistan,resid heating modern_d9,gas,2040,0.0231233
EJ,Reference,Pakistan,resid heating modern_d9,gas,2045,0.0254253
EJ,Reference,Pakistan,resid heating modern_d9,gas,2050,0.027352
EJ,Reference,Pakistan,resid heating modern_d9,gas,2055,0.0297393
EJ,Reference,Pakistan,resid heating modern_d9,gas,2060,0.0314618
EJ,Reference,Pakistan,resid heating modern_d9,gas,2065,0.0325942
EJ,Reference,Pakistan,resid heating modern_d9,gas,2070,0.0333132
EJ,Reference,Pakistan,resid heating modern_d9,gas,2075,0.0337329
EJ,Reference,Pakistan,resid heating modern_d9,gas,2080,0.0338339
EJ,Reference,Pakistan,resid heating modern_d9,gas,2085,0.0337841
EJ,Reference,Pakistan,resid heating modern_d9,gas,2090,0.0334808
EJ,Reference,Pakistan,resid heating modern_d9,gas,2095,0.0329362
EJ,Reference,Pakistan,resid heating modern_d9,gas,2100,0.0323205
EJ,Reference,Pakistan,resid heating modern_d9,hydrogen,2025,3.20662e-6
EJ,Reference,Pakistan,resid heating modern_d9,hydrogen,2030,5.14796e-5
